"COVER","HEIGHT","rf","arf7","arf14","arf28","arf60","arf90","arf180","arf360","arf720","se","ase7","ase14","ase28","ase60","ase90","ase180","ase360","ase720","maxt","amaxt7","amaxt14","amaxt28","amaxt60","amaxt90","amaxt180","amaxt360","amaxt720","mint","amint7","amint14","amint28","amint60","amint90","amint180","amint360","amint720","dist_cfa","dist_camp","ws","aws_m0","aws_m1","aws_m3","aws_m6","aws_m12","aws_m24","dist_road","month","density_result","FOR_TYPE_Acacia","FOR_TYPE_Callitris","FOR_TYPE_Hardwood_plantation","FOR_TYPE_Melaleuca","FOR_TYPE_Non_forest","FOR_TYPE_Other_forest___unallocated_type","FOR_TYPE_Other_native_forest","FOR_TYPE_Rainforest","FOR_TYPE_Softwood_plantation","FOR_TYPE_Eucalypt"
2,2,1.2,1.34285714285714,0.671428571428571,3.92142857142857,3.95666666666667,2.99166666666667,2.91,2.95166666666667,3.05055555555556,15.5,22.8142857142857,25.0928571428571,25.175,25.285,21.96,17.8505555555556,15.3161111111111,14.9830555555556,7.8,14.1428571428571,16.7785714285714,16.7357142857143,17.7083333333333,16.745,14.35,9.79277777777778,10.62,1.1,4.41428571428571,8.36428571428571,8.37857142857143,9.245,8.2275,6.41833333333333,2.81388888888889,3.15805555555556,11439.3537032944,23586.8628622423,6.02878787878788,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.93474715102627,5.93854724062377,1271.1901334981,"Nov",0.117369126903152,0,0,0,0,0,0,0,0,0,1
2,2,3.4,1.45714285714286,0.757142857142857,1.95,2.35333333333333,1.61166666666667,1.34,1.61555555555556,1.67444444444444,9.8,21.8142857142857,22.7214285714286,21.8357142857143,21.0383333333333,18.9825,16.065,14.6977777777778,14.8179166666667,14.5,19.3142857142857,22.8642857142857,23.3964285714286,24.1916666666667,23.7383333333333,21.6566666666667,17.6536111111111,17.6977777777778,7.5,8.1,10.5285714285714,11.2535714285714,11.8833333333333,11.1125,9.92055555555556,7.04083333333333,7.10097222222222,12377.4606490416,9514.57836996949,14.8823529411765,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.3846644931783,717.685947042237,"Nov",0.423896746577147,0,0,0,0,0,0,0,0,0,1
2,2,0,2.57142857142857,1.3,2.56428571428571,2.22,1.68833333333333,1.44111111111111,1.43388888888889,1.47166666666667,11.3,21.2142857142857,22.2428571428571,21.7821428571429,20.8716666666667,18.9816666666667,15.9027777777778,14.4319444444444,14.5475,16.2,21.8571428571429,24.5428571428571,25.5071428571429,26.135,25.695,23.3133333333333,19.9216666666667,19.9876388888889,9.4,10.1714285714286,12.1928571428571,12.95,13.4983333333333,13.0666666666667,11.81,9.38055555555556,9.51347222222222,10505.8799362206,15024.5590615386,13.9586206896552,11.8044862690284,9.48542186606053,9.10193140929929,8.37415007004097,9.24466393627883,9.32527231653747,794.563298815589,"Nov",0.0615117451167938,0,0,0,0,0,0,0,0,0,1
2,2,0,2.57142857142857,1.3,2.56428571428571,2.22,1.68833333333333,1.44111111111111,1.43388888888889,1.48972222222222,11.3,21.2142857142857,22.2428571428571,21.7821428571429,20.8716666666667,18.9816666666667,15.9027777777778,14.4319444444444,14.5475,16.2,21.8571428571429,24.5428571428571,25.5071428571429,26.135,25.695,23.3133333333333,19.9216666666667,19.9876388888889,9.4,10.1714285714286,12.1928571428571,12.95,13.4983333333333,13.0666666666667,11.81,9.38055555555556,9.52041666666667,15121.6842081205,5230.37762363435,13.9586206896552,11.8044862690284,9.48542186606053,9.10193140929929,8.37415007004097,9.24466393627883,9.32527231653747,56.7723015219902,"Nov",0.0595833452405876,0,0,0,0,0,0,0,0,0,1
2,3,4.4,1.74285714285714,0.871428571428571,1.56428571428571,1.95,1.26166666666667,1.29,1.36222222222222,1.44083333333333,8.9,20.3857142857143,22.3571428571429,23.1178571428571,23.1583333333333,20.5275,17.1872222222222,15.5241666666667,15.6597222222222,15.9,21.4857142857143,24.95,25.75,26.9033333333333,26.2125,23.6072222222222,19.2094444444444,19.36125,8.4,8.6,9.94285714285714,10.5892857142857,11.395,10.1091666666667,8.22944444444444,5.44972222222222,5.67819444444444,23979.4858845714,11525.8499522581,6.02878787878788,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.91110793626867,5.91793000433578,5.09872915734573,"Nov",0.207082490210934,0,0,0,0,0,0,0,0,0,1
1,1,1,7.88571428571429,3.94285714285714,3.7,2.91,2.14166666666667,2.59555555555556,3.795,4.2125,13.3,19.2428571428571,23.0357142857143,22.1857142857143,21.7733333333333,19.1658333333333,15.5911111111111,13.5594444444444,13.6152777777778,7.5,11.7857142857143,15.7642857142857,16.1785714285714,17.3483333333333,16.2975,14.0533333333333,9.93583333333333,10.5801388888889,1.6,3.32857142857143,7.28571428571429,7.41071428571429,8.64833333333333,7.8125,6.42833333333333,3.40027777777778,3.66013888888889,5220.05331882237,13635.9105843432,13.9586206896552,11.8044862690284,9.48542186606053,9.10193140929929,8.37415007004097,9.24466393627883,9.32527231653747,715.22318099096,"Nov",0.0677294527410234,0,0,0,0,0,0,1,0,0,0
6,6,1.8,1.17142857142857,0.585714285714286,0.921428571428571,2.05666666666667,1.18,0.993333333333333,1.02722222222222,1.11194444444444,20.4,27.4571428571429,26.6857142857143,25.5642857142857,25.6316666666667,22.7,18.8383333333333,16.5975,16.5504166666667,26.2,27.7571428571429,31.0857142857143,30.9678571428571,32.5483333333333,31.2558333333333,28.055,23.2013888888889,23.1379166666667,8,9.72857142857143,11.8285714285714,12.8892857142857,14.0916666666667,12.5875,10.0516666666667,6.92333333333333,7.375,6718.72086053306,14467.1949551752,6.02878787878788,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.91110793626867,5.91793000433578,407.784173013689,"Nov",0.0140504507103126,0,0,0,0,1,0,0,0,0,0
2,2,7,1.77142857142857,0.885714285714286,1.70714285714286,1.73333333333333,1.575,1.66111111111111,2.16111111111111,2.24472222222222,25.4,25.4142857142857,25.7142857142857,25.1178571428571,25.075,22.3841666666667,18.4061111111111,16.0205555555556,15.8901388888889,22.2,24.7142857142857,28.05,27.0214285714286,28.31,27.72,24.8266666666667,20.2994444444444,20.6134722222222,12.4,11.4,13.0785714285714,12.8321428571429,14.1833333333333,12.6241666666667,10.3066666666667,7.21333333333333,7.46861111111111,14122.7307015266,4639.29849633718,14.49,10.5775309258941,7.93293210998743,7.58514476947443,6.92407304310788,8.07212084257428,8.19221436569308,641.598428968047,"Nov",0.117904427403207,0,0,0,0,0,0,0,0,0,1
1,2,1.6,1.94285714285714,0.985714285714286,1.61428571428571,2.01666666666667,1.52666666666667,1.40444444444444,1.375,1.43138888888889,10.4,18.5571428571429,20.3142857142857,20.4428571428571,20.1333333333333,18.55,15.6161111111111,14.2247222222222,14.3245833333333,14.9,19.6428571428571,23.1,24.0821428571429,24.835,24.6983333333333,22.8194444444444,19.7475,19.9176388888889,10.7,11.2857142857143,13.1642857142857,13.95,14.445,14.0991666666667,12.7555555555556,10.215,10.3472222222222,12251.3272784077,12582.6690115028,14.8823529411765,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.3846644931783,442.873227662355,"Nov",0.417760828605828,0,0,0,0,0,0,0,0,0,1
6,6,3.4,1.45714285714286,0.757142857142857,1.95,2.35333333333333,1.61166666666667,1.34,1.61555555555556,1.67444444444444,9.8,21.8142857142857,22.7214285714286,21.8357142857143,21.0383333333333,18.9825,16.065,14.6977777777778,14.8179166666667,14.5,19.3142857142857,22.8642857142857,23.3964285714286,24.1916666666667,23.7383333333333,21.6566666666667,17.6536111111111,17.6977777777778,7.5,8.1,10.5285714285714,11.2535714285714,11.8833333333333,11.1125,9.92055555555556,7.04083333333333,7.10097222222222,12827.9986248808,9593.61352616298,6.02878787878788,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.90551806096133,5.91305472479652,555.512222950604,"Nov",0.408934745207967,0,0,0,0,1,0,0,0,0,0
2,3,0,0.771428571428571,0.828571428571429,1.45714285714286,1.61666666666667,1.51666666666667,1.62222222222222,2.13388888888889,2.22638888888889,22.4,28.5571428571429,24.9428571428571,25.7535714285714,25.315,22.31,18.27,16.0730555555556,15.8813888888889,26,27.3571428571429,28.8857142857143,27.3214285714286,28.4883333333333,27.8091666666667,24.7416666666667,20.3263888888889,20.6358333333333,9.4,11.0428571428571,13.7071428571429,12.9571428571429,14.2,12.5533333333333,10.2377777777778,7.195,7.47333333333333,10533.8987597897,6599.92618834898,4.6,10.5775309258941,7.93293210998743,7.58514476947443,6.92407304310788,8.07212084257428,8.19740060768675,162.491775976955,"Nov",0.121735523336887,0,0,0,0,0,0,0,0,0,1
2,2,6.6,0.971428571428571,1.3,1.38571428571429,1.93333333333333,1.46833333333333,1.38888888888889,1.37722222222222,1.43916666666667,15,22.8714285714286,21.45,21.1107142857143,20.7533333333333,18.5766666666667,15.5027777777778,14.3366666666667,14.3490277777778,16.6,24.4714285714286,24.9142857142857,24.3892857142857,25.175,24.7925,22.7244444444444,19.7986111111111,19.9397222222222,9.8,13.3,13.8857142857143,14.0964285714286,14.5716666666667,14.1041666666667,12.6855555555556,10.2255555555556,10.3483333333333,10524.144954104,9323.47055026406,5.22291666666667,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37500127268689,121.04219800239,"Nov",0.288660984162202,0,0,0,0,0,0,0,0,0,1
2,2,4.8,0.771428571428571,0.871428571428571,1.45714285714286,1.61666666666667,1.51666666666667,1.62222222222222,2.15777777777778,2.23833333333333,24.1,27.2714285714286,25.6285714285714,26.05,25.3283333333333,22.2633333333333,18.2011111111111,16.0761111111111,15.8931944444444,19.7,27.8571428571429,29.0857142857143,27.4821428571429,28.5633333333333,27.8175,24.6833333333333,20.3130555555556,20.6206944444444,12,11.9,13.8571428571429,13.0714285714286,14.2516666666667,12.5425,10.2022222222222,7.20166666666667,7.45291666666667,13167.8363571015,6507.05062547549,4.278,10.5775309258941,7.93293210998743,7.58514476947443,6.92407304310788,8.07212084257428,8.18963490098134,373.962824994309,"Nov",0.125319521329474,0,0,0,0,0,0,0,0,0,1
2,3,4.6,0.657142857142857,1.62857142857143,1.87142857142857,2.26666666666667,1.565,1.30888888888889,1.60833333333333,1.68416666666667,14.2,26.0857142857143,22.95,22.4535714285714,21.3816666666667,18.9641666666667,15.8927777777778,14.7558333333333,14.8370833333333,15.4,23.3857142857143,24.3714285714286,23.6428571428571,24.4216666666667,23.8741666666667,21.5044444444444,17.6686111111111,17.7073611111111,7.5,10.1714285714286,11.3928571428571,11.3678571428571,11.8916666666667,11.1375,9.855,7.04138888888889,7.10694444444444,7653.98053245612,15811.7402436394,5.22291666666667,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37500127268689,931.995622978034,"Nov",0.387621530999938,0,0,0,0,0,0,0,0,0,1
2,2,4,0.628571428571429,0.685714285714286,1.29285714285714,1.82,1.19666666666667,1.29222222222222,1.35222222222222,1.46833333333333,17.5,25.2142857142857,23.9857142857143,24.4285714285714,23.7233333333333,20.575,17.0705555555556,15.6247222222222,15.6845833333333,17.3,25.7428571428571,26.5928571428571,26.2821428571429,27.2233333333333,26.3891666666667,23.5088888888889,19.2677777777778,19.3813888888889,8.1,8.64285714285714,10.6428571428571,10.6357142857143,11.31,10.0308333333333,8.13,5.45555555555556,5.66277777777778,24356.7731626457,3083.63639281113,5.22291666666667,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37500127268689,1185.75241403588,"Nov",0.4176295126963,0,0,0,0,0,0,0,0,0,1
2,3,4.8,0.771428571428571,0.871428571428571,1.45714285714286,1.61666666666667,1.51666666666667,1.62222222222222,2.15,2.22972222222222,24.1,27.2714285714286,25.6285714285714,26.05,25.3283333333333,22.2633333333333,18.2011111111111,16.0761111111111,15.8931944444444,19.7,27.8571428571429,29.0857142857143,27.4821428571429,28.5633333333333,27.8175,24.6833333333333,20.3130555555556,20.6325,12,11.9,13.8571428571429,13.0714285714286,14.2516666666667,12.5425,10.2022222222222,7.20166666666667,7.46319444444444,10533.8987597897,6599.92618834898,4.278,10.5775309258941,7.93293210998743,7.58514476947443,6.92407304310788,8.07212084257428,8.18963490098134,162.491775976955,"Nov",0.121735523336887,0,0,0,0,0,0,0,0,0,1
2,3,6.6,0.971428571428571,1.3,1.38571428571429,1.93333333333333,1.46833333333333,1.38888888888889,1.37722222222222,1.43916666666667,15,22.8714285714286,21.45,21.1107142857143,20.7533333333333,18.5766666666667,15.5027777777778,14.3366666666667,14.3563888888889,16.6,24.4714285714286,24.9142857142857,24.3892857142857,25.175,24.7925,22.7244444444444,19.7847222222222,19.9291666666667,9.8,13.3,13.8857142857143,14.0964285714286,14.5716666666667,14.1041666666667,12.6855555555556,10.2125,10.3418055555556,13075.4688290173,11898.3422995389,5.22291666666667,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37500127268689,575.351669704534,"Nov",0.431935563794241,0,0,0,0,0,0,0,0,0,1
2,2,4.8,0.771428571428571,0.871428571428571,1.45714285714286,1.61666666666667,1.51666666666667,1.62222222222222,2.15777777777778,2.23833333333333,24.1,27.2714285714286,25.6285714285714,26.05,25.3283333333333,22.2633333333333,18.2011111111111,16.0761111111111,15.8931944444444,19.7,27.8571428571429,29.0857142857143,27.4821428571429,28.5633333333333,27.8175,24.6833333333333,20.3130555555556,20.6206944444444,12,11.9,13.8571428571429,13.0714285714286,14.2516666666667,12.5425,10.2022222222222,7.20166666666667,7.45291666666667,10823.0317556537,4661.53919977429,4.278,10.5775309258941,7.93293210998743,7.58514476947443,6.92407304310788,8.07212084257428,8.18963490098134,546.631804239929,"Nov",0.122542303430544,0,0,0,0,0,0,0,0,0,1
2,3,4.6,0.657142857142857,1.62857142857143,1.87142857142857,2.26666666666667,1.565,1.21444444444444,1.56111111111111,1.65833333333333,14.2,26.0857142857143,22.95,22.4535714285714,21.3816666666667,18.9641666666667,15.8927777777778,14.7558333333333,14.8370833333333,15.4,23.3857142857143,24.3714285714286,23.6428571428571,24.4216666666667,23.8741666666667,21.6144444444444,17.7236111111111,17.7345833333333,7.5,10.1714285714286,11.3928571428571,11.3678571428571,11.8916666666667,11.1375,9.87,7.04888888888889,7.11680555555556,16499.0375799095,8835.58630339746,6.23225806451613,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.90551806096133,5.90862322562582,321.717673033342,"Nov",0.418288290803605,0,0,0,0,0,0,0,0,0,1
2,2,4,0.628571428571429,0.685714285714286,1.29285714285714,1.82,1.19666666666667,1.29222222222222,1.35222222222222,1.46833333333333,17.5,25.2142857142857,23.9857142857143,24.4285714285714,23.7233333333333,20.575,17.0705555555556,15.6247222222222,15.6845833333333,17.3,25.7428571428571,26.5928571428571,26.2821428571429,27.2233333333333,26.3891666666667,23.5088888888889,19.2677777777778,19.3813888888889,8.1,8.64285714285714,10.6428571428571,10.6357142857143,11.31,10.0308333333333,8.13,5.45555555555556,5.66277777777778,24356.7731626457,3083.63639281113,5.22291666666667,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37500127268689,1185.75241403588,"Nov",0.4176295126963,0,0,0,0,0,0,0,0,0,1
2,3,0,0.0571428571428571,1.3,1.70714285714286,2.19,1.52666666666667,1.18888888888889,1.55944444444444,1.65194444444444,29.7,27.5857142857143,24.05,23.0714285714286,21.5633333333333,18.9741666666667,15.865,14.8027777777778,14.8598611111111,21.6,24.9857142857143,25.0428571428571,24.025,24.6133333333333,23.9166666666667,21.5961111111111,17.7380555555556,17.7408333333333,5.6,10.7142857142857,11.65,11.4714285714286,11.9366666666667,11.1308333333333,9.84388888888889,7.04055555555556,7.11597222222222,16499.0375799095,8835.58630339746,10.3129032258065,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.90551806096133,5.90284769185449,321.717673033342,"Nov",0.418288290803605,0,0,0,0,0,0,0,0,0,1
2,2,0,0.0571428571428571,1.3,1.70714285714286,2.19,1.52666666666667,1.18888888888889,1.55944444444444,1.65194444444444,29.7,27.5857142857143,24.05,23.0714285714286,21.5633333333333,18.9741666666667,15.865,14.8027777777778,14.8598611111111,21.6,24.9857142857143,25.0428571428571,24.025,24.6133333333333,23.9166666666667,21.5961111111111,17.7380555555556,17.7408333333333,5.6,10.7142857142857,11.65,11.4714285714286,11.9366666666667,11.1308333333333,9.84388888888889,7.04055555555556,7.11597222222222,17496.6306921205,13906.7284601684,10.3129032258065,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.90551806096133,5.90284769185449,698.18428693901,"Nov",0.361305173457907,0,0,0,0,0,0,0,0,0,1
2,1,0,0.0285714285714286,0.828571428571429,1.15,1.82333333333333,1.41333333333333,1.35444444444444,1.36222222222222,1.43027777777778,30.9,24.4714285714286,22.4071428571429,21.6035714285714,20.9733333333333,18.5808333333333,15.4688888888889,14.3638888888889,14.3765277777778,24.6,25.5571428571429,25.4857142857143,24.6964285714286,25.3416666666667,24.8358333333333,22.7194444444444,19.8108333333333,19.9348611111111,9.6,13.8,14.1071428571429,14.2357142857143,14.6566666666667,14.1125,12.6727777777778,10.2111111111111,10.3418055555556,15532.9025425532,10704.1553593523,12.0948275862069,10.2696273243351,8.8309134596378,8.77382219046798,7.9179901594753,8.30329247801656,8.37711712055326,17.8136745344284,"Nov",0.413388917289241,0,0,0,0,0,0,0,0,0,1
1,2,0.4,0.0571428571428571,1,3.6,3.81333333333333,2.91666666666667,2.87888888888889,3.43611111111111,3.79777777777778,30.7,29.7857142857143,27.9857142857143,27.2392857142857,25.685,21.96,17.655,15.3666666666667,15.03,13.1,17.9571428571429,17.9714285714286,17.4964285714286,18.07,16.8466666666667,14.07,9.54305555555556,9.70263888888889,2.3,9.62857142857143,10.0071428571429,9.08928571428571,9.51333333333333,8.425,6.32555555555556,2.7575,2.91916666666667,13802.0395043735,20921.6595679891,10.3129032258065,7.58641054588649,6.03008956592519,6.72856691491887,5.98558207421467,5.93474715102627,5.92846262072293,346.486201528871,"Nov",0.120135172625401,0,0,0,0,0,0,0,0,0,1
2,3,0,0.314285714285714,1.4,2.16428571428571,2.21,1.52833333333333,1.35888888888889,1.60722222222222,1.70833333333333,15.3,18.2285714285714,20.9928571428571,21.3071428571429,20.3916666666667,18.2433333333333,15.2211111111111,14.765,14.7656944444444,28.9,26.2571428571429,24.7642857142857,24.2464285714286,24.9866666666667,24.0458333333333,21.1511111111111,17.7136111111111,17.6504166666667,17.4,13.7,12.0642857142857,12.175,12.3783333333333,11.2791666666667,9.71833333333333,7.06694444444444,7.09236111111111,13553.0425353889,10494.3059888641,7.42708333333333,9.10083934531023,10.2696273243351,9.36401993400225,8.43540491058288,8.30329247801656,8.36103734504415,145.707025110227,"Dec",0.431935563794241,0,0,0,0,0,0,0,0,0,1
2,2,0.4,2.6,1.4,2.16428571428571,2.23333333333333,1.52833333333333,1.26444444444444,1.56111111111111,1.68222222222222,24.7,19.8142857142857,20.6214285714286,21.5392857142857,20.3983333333333,18.2283333333333,15.1822222222222,14.7569444444444,14.7861111111111,26.6,25.3571428571429,24.5357142857143,24.2428571428571,24.8216666666667,24.0275,21.1705555555556,17.7522222222222,17.6638888888889,11.3,12.6142857142857,12.0071428571429,11.975,12.2383333333333,11.2216666666667,9.65388888888889,7.06583333333333,7.07944444444444,18067.7100869221,14545.4481413031,7.1875,6.55338122072718,7.58641054588649,6.74342573314836,6.418701741153,5.90551806096133,5.89223371079799,116.283488300819,"Dec",0.361305173457907,0,0,0,0,0,0,0,0,0,1
2,2,0,1.62857142857143,0.885714285714286,1.23571428571429,1.97,1.41666666666667,1.37555555555556,1.37388888888889,1.45666666666667,26.2,20.0285714285714,20.5571428571429,20.6214285714286,20.3716666666667,18.0258333333333,14.9094444444444,14.3416666666667,14.3222222222222,24.2,25.3571428571429,25.1928571428571,24.5821428571429,25.6416666666667,24.9133333333333,22.3694444444444,19.8686111111111,19.8788888888889,13.3,14.4714285714286,14.7785714285714,14.35,14.9583333333333,14.1175,12.5155555555556,10.2602777777778,10.30375,14772.6049693411,12189.565911919,10.0145833333333,9.10083934531023,10.2696273243351,9.36401993400225,8.43540491058288,8.30329247801656,8.36205079205549,84.2882073523794,"Dec",0.300252269141365,0,0,0,0,0,0,0,0,0,1
6,6,0,1.94285714285714,2.54285714285714,4.28571428571429,3.87,2.96833333333333,3.13,3.07444444444444,3.3075,29.7,26.1857142857143,24.3285714285714,26.0964285714286,24.8633333333333,20.8766666666667,16.6861111111111,15.2919444444444,14.9025,18.4,17.9857142857143,17.7,17.9857142857143,18.225,16.6458333333333,13.6177777777778,9.87527777777778,10.8744444444444,11.8,10.3857142857143,9.38571428571429,9.725,9.60666666666667,8.37083333333333,5.93777777777778,2.84305555555556,3.3,7568.85524961478,9383.38939750103,8.09791666666667,9.69086329008577,10.5775309258941,8.85442116978985,7.54259513938696,8.07212084257428,8.18442952455658,470.125233090713,"Dec",0.120155238462175,0,0,0,0,1,0,0,0,0,0
2,2,0,0.742857142857143,1.17142857142857,1.20714285714286,1.74666666666667,1.17,1.28444444444444,1.37055555555556,1.47027777777778,27.1,23.0428571428571,22.0428571428571,23.675,22.94,19.7033333333333,16.2433333333333,15.6366666666667,15.6415277777778,29.4,27.5142857142857,26.7142857142857,27.2357142857143,27.5516666666667,26.3783333333333,22.9027777777778,19.2675,19.3106944444444,10.5,12.1571428571429,11.4928571428571,11.4714285714286,11.685,10.0133333333333,7.84666666666667,5.50277777777778,5.63027777777778,24356.7731626457,3083.63639281113,9.39166666666667,9.10083934531023,10.2696273243351,9.36401993400225,8.43540491058288,8.30329247801656,8.35900595847041,1185.75241403588,"Dec",0.4176295126963,0,0,0,0,0,0,0,0,0,1
2,3,0,2.54285714285714,2.38571428571429,2.15,2.22666666666667,1.535,1.44,1.67611111111111,1.72277777777778,23,20.5142857142857,19.5,20.9821428571429,20.415,18.1316666666667,15.0805555555556,14.7544444444444,14.7927777777778,26,25.1,24.4142857142857,24.3821428571429,24.8116666666667,23.945,20.8738888888889,17.6311111111111,17.6504166666667,12.4,12.5857142857143,12.4,12.1571428571429,12.1966666666667,11.2291666666667,9.33388888888889,6.92083333333333,6.94166666666667,10211.8999050444,12573.5072416051,4.83958333333333,6.55338122072718,7.58641054588649,6.74342573314836,6.418701741153,5.91110793626867,5.89815825803587,17.3774130345158,"Dec",0.387621530999938,0,0,0,0,0,0,0,0,0,1
2,2,0,0.971428571428571,2.52857142857143,1.8,1.53666666666667,1.62,1.93777777777778,2.19222222222222,2.26305555555556,26.4,22.9428571428571,23.4214285714286,25.0178571428571,24.595,21.065,17.1194444444444,16.0522222222222,15.8356944444444,32,26.0714285714286,26.4357142857143,28.025,28.7116666666667,27.5433333333333,23.7744444444444,20.3369444444444,20.5423611111111,16.4,14.4285714285714,13.2857142857143,14.0428571428571,14.29,12.2883333333333,9.72111111111111,7.19861111111111,7.38902777777778,12486.1474775725,3099.8712925571,6.56458333333333,9.69086329008577,10.5775309258941,8.85442116978985,7.54259513938696,8.07212084257428,8.18096822701059,976.406898461402,"Dec",0.12564764175287,0,0,0,0,0,0,0,0,0,1
2,2,0,2.54285714285714,3.14285714285714,2.6,2.22666666666667,1.54833333333333,1.26222222222222,1.58722222222222,1.68166666666667,19.8,19.2285714285714,19.6642857142857,20.45,20.4633333333333,18.0391666666667,15,14.7727777777778,14.79625,20.8,25.0142857142857,24.0428571428571,24.0285714285714,24.8283333333333,23.8675,20.9994444444444,17.7261111111111,17.6502777777778,13,12.7857142857143,12.5285714285714,12.0678571428571,12.18,11.185,9.58444444444445,7.05527777777778,7.07361111111111,18067.7100869221,14545.4481413031,5.03125,6.55338122072718,7.58641054588649,6.74342573314836,6.418701741153,5.90551806096133,5.89119351590886,116.283488300819,"Dec",0.361305173457907,0,0,0,0,0,0,0,0,0,1
2,2,0,2.54285714285714,3.14285714285714,2.6,2.22666666666667,1.54833333333333,1.35666666666667,1.63444444444444,1.70777777777778,19.8,19.2285714285714,19.6642857142857,20.45,20.4633333333333,18.0391666666667,15,14.7727777777778,14.79625,20.8,25.0142857142857,24.0428571428571,24.0285714285714,24.8283333333333,23.8675,20.8894444444444,17.6711111111111,17.6251388888889,13,12.7857142857143,12.5285714285714,12.0678571428571,12.18,11.185,9.56944444444444,7.04777777777778,7.06930555555556,17812.861555957,12130.3129395332,5.03125,6.55338122072718,7.58641054588649,6.74342573314836,6.418701741153,5.90551806096133,5.89119351590886,311.992671575196,"Dec",0.43520887483376,0,0,0,0,0,0,0,0,0,1
2,2,0,0.742857142857143,2.25714285714286,1.49285714285714,1.74666666666667,1.24833333333333,1.29,1.37111111111111,1.47027777777778,19.6,20.9,22.3714285714286,23.3785714285714,22.925,19.545,16.1433333333333,15.6316666666667,15.6426388888889,23.1,27.0857142857143,26.4214285714286,26.9428571428571,27.5133333333333,26.2733333333333,22.7944444444444,19.2613888888889,19.3043055555556,12.7,12.0857142857143,11.7642857142857,11.5678571428571,11.66,9.98166666666667,7.80722222222222,5.49888888888889,5.62486111111111,24356.7731626457,3083.63639281113,4.45625,9.10083934531023,10.2696273243351,9.36401993400225,8.43540491058288,8.30329247801656,8.35540520250536,1185.75241403588,"Dec",0.4176295126963,0,0,0,0,0,0,0,0,0,1
2,2,0,0.742857142857143,2.25714285714286,1.49285714285714,1.74666666666667,1.24833333333333,1.29,1.37111111111111,1.47027777777778,19.6,20.9,22.3714285714286,23.3785714285714,22.925,19.545,16.1433333333333,15.6316666666667,15.6426388888889,23.1,27.0857142857143,26.4214285714286,26.9428571428571,27.5133333333333,26.2733333333333,22.7944444444444,19.2613888888889,19.3043055555556,12.7,12.0857142857143,11.7642857142857,11.5678571428571,11.66,9.98166666666667,7.80722222222222,5.49888888888889,5.62486111111111,24356.7731626457,3083.63639281113,4.45625,9.10083934531023,10.2696273243351,9.36401993400225,8.43540491058288,8.30329247801656,8.35540520250536,1185.75241403588,"Dec",0.4176295126963,0,0,0,0,0,0,0,0,0,1
2,2,0,0.971428571428571,2.52857142857143,2.06428571428571,1.53666666666667,1.67166666666667,2.00666666666667,2.18444444444444,2.25444444444444,21.7,22.4428571428571,23.8,25.1785714285714,24.5383333333333,20.8833333333333,16.9927777777778,16.0486111111111,15.8390277777778,31.2,24.4142857142857,26.0857142857143,27.65,28.6316666666667,27.4266666666667,23.65,20.3316666666667,20.5451388888889,15.6,13.7285714285714,12.9357142857143,13.7071428571429,14.1166666666667,12.235,9.67111111111111,7.19805555555556,7.38277777777778,8389.84576976587,3992.51542095036,7.22857142857143,9.69086329008577,10.5775309258941,8.85442116978985,7.54259513938696,8.07212084257428,8.18252280010162,556.584928603004,"Dec",0.116075721772038,0,0,0,0,0,0,0,0,0,1
2,3,0,2.54285714285714,3.14285714285714,3.77857142857143,2.22666666666667,1.54833333333333,1.35666666666667,1.63444444444444,1.70777777777778,18.7,17.7857142857143,20.1785714285714,20.4857142857143,20.5166666666667,17.9641666666667,14.9422222222222,14.7597222222222,14.8070833333333,28.1,24.5142857142857,24.2428571428571,23.8321428571429,24.9166666666667,23.8616666666667,20.8305555555556,17.6841666666667,17.6244444444444,14.4,12.7571428571429,12.2857142857143,11.85,12.05,11.1725,9.53222222222222,7.04638888888889,7.05819444444444,11882.1230762797,9857.56727559717,6.24285714285714,6.55338122072718,7.58641054588649,6.74342573314836,6.418701741153,5.91110793626867,5.89718933203783,666.79525491984,"Dec",0.387621530999938,0,0,0,0,0,0,0,0,0,1
